user_id,group,signup_date,country,baseline_steps_7d,steps_7d,reward_points_7d,ad_revenue_7d,is_retained_d7
u_012518,control,2024-11-12,KR,6710,49476,90,3.66,0
u_010976,test,2024-11-02,KR,6307,53265,100,1.56,1
u_007580,control,2024-11-24,JP,5801,36373,82,2.44,1
u_010096,control,2024-12-07,JP,5344,28816,61,3.09,1
u_004714,test,2024-11-01,JP,7466,63099,96,3.92,1
u_006336,control,2024-12-01,KR,5656,66561,148,4.24,1
u_003711,control,2024-12-31,KR,5424,44839,111,4.05,1
u_001340,control,2024-12-03,US,4067,35349,83,2.16,0
u_000243,control,2024-11-19,US,7862,54002,81,2.28,0
u_014100,test,2024-12-27,JP,7907,63661,151,2.67,1
u_004285,test,2024-11-07,KR,1506,11018,17,0.64,0
u_003748,control,2024-12-23,KR,7723,57112,119,5.74,1
u_010848,control,2024-11-08,KR,4716,38215,88,1.45,0
u_004333,control,2024-12-23,JP,4689,31047,75,1.72,1
u_014870,control,2024-11-05,KR,7321,50763,83,3.84,1
u_006270,test,2024-12-24,KR,4200,33882,69,2.25,1
u_014980,control,2024-11-02,KR,5112,41210,97,1.95,0
u_004546,control,2024-11-26,KR,4845,33349,77,1.57,1
u_000320,test,2024-12-26,KR,6391,56952,101,6.04,1
u_014148,control,2024-12-30,KR,4551,33622,56,3.64,1
u_003410,control,2024-12-31,KR,6592,53453,85,2.65,0
u_014965,control,2024-12-24,US,3850,32234,61,3.2,1
u_011511,control,2024-11-12,KR,1840,12448,26,0.72,0
u_013809,control,2024-12-07,US,3961,27836,43,1.05,0
u_002962,control,2024-12-05,US,5748,30803,50,1.06,1
u_001366,control,2024-12-04,US,5181,43717,70,2.34,1
u_014731,test,2024-12-15,KR,3585,29850,52,2.13,0
u_002551,control,2024-12-18,KR,4968,36852,79,3.73,0
u_006564,test,2024-11-22,US,6510,41925,104,3.16,0
u_006844,control,2024-12-11,KR,4258,24480,55,2.5,1
u_002644,test,2024-12-04,JP,4087,24329,52,2.29,1
u_009087,control,2024-11-03,KR,3438,24977,45,2.63,0
u_008727,control,2024-12-23,JP,8167,56094,106,3.45,1
u_002885,control,2024-12-13,US,2077,10033,17,0.61,0
u_011781,control,2024-11-16,KR,4542,34357,58,2.75,0
u_011585,control,2024-12-28,US,5185,38074,78,3.12,0
u_009059,test,2024-11-14,US,5483,44793,86,4.27,1
u_002625,control,2024-12-15,KR,6600,48983,99,3.8,0
u_001881,test,2024-12-18,KR,4737,37759,60,1.85,0
u_013797,control,2024-11-16,JP,4016,18180,45,0.74,1
u_013784,control,2024-11-29,KR,6977,49823,83,1.68,1
u_005142,test,2024-11-21,US,6467,49656,94,4.04,1
u_013355,test,2024-12-19,KR,7693,72767,146,3.02,0
u_011690,test,2024-11-02,KR,8406,50004,118,4.26,1
u_008818,test,2024-12-17,KR,1436,11663,24,0.73,0
u_004136,control,2024-11-02,US,6662,59146,136,4.39,1
u_006969,test,2024-11-28,KR,5073,32758,75,3.5,1
u_003881,control,2024-12-18,KR,8724,54187,126,4.76,1
u_005148,test,2024-11-03,KR,6234,38484,71,4.05,1
u_011246,test,2024-12-23,KR,7346,52166,81,5.37,1
u_006310,control,2024-12-07,KR,4042,29549,53,0.86,1
u_004360,test,2024-11-20,KR,5010,40430,78,2.29,1
u_013370,control,2024-12-11,JP,6934,64457,152,2.17,0
u_009472,control,2024-11-15,KR,6118,42549,72,2.01,1
u_003600,test,2024-12-22,KR,5162,53412,130,4.22,1
u_009843,control,2024-12-22,US,4399,30370,74,1.49,0
u_013596,control,2024-11-23,JP,5934,37366,65,0.98,0
u_011926,test,2024-12-24,KR,3860,34014,67,0.86,1
u_003845,test,2024-12-05,KR,5084,37422,63,1.17,1
u_002767,test,2024-12-29,US,308,3205,7,0.22,0
u_013860,test,2024-12-28,JP,5103,36441,79,2.15,1
u_007181,test,2024-11-01,JP,3163,19435,47,1.65,1
u_006561,test,2024-12-19,KR,6398,58870,92,4.55,1
u_006602,control,2024-12-08,US,7632,62094,138,6.68,1
u_003148,control,2024-12-27,KR,4016,22122,47,1.84,1
u_008339,control,2024-11-15,KR,2399,12894,21,0.79,0
u_011597,test,2024-11-18,US,10270,73399,143,7.89,1
u_011815,test,2024-12-16,JP,5292,42560,105,3.36,1
u_007408,control,2024-12-09,KR,4464,33254,57,3.1,1
u_002254,test,2024-12-26,JP,6699,50121,80,5.13,1
u_001462,control,2024-11-05,KR,1992,13130,32,0.55,0
u_006274,test,2024-11-28,KR,5670,47772,93,2.56,1
u_004951,test,2024-12-17,KR,8105,63118,117,2.41,1
u_012150,test,2024-12-21,JP,5930,50221,77,1.55,1
u_004621,control,2024-12-16,KR,5903,38030,57,4.07,1
u_010637,test,2024-11-03,JP,5477,49167,97,3.55,1
u_002810,test,2024-11-13,KR,6179,40685,86,1.86,1
u_010691,control,2024-12-18,KR,5621,40191,97,4.4,1
u_010302,control,2024-12-21,KR,5117,43994,96,2.37,1
u_007315,test,2024-12-15,KR,4243,37074,86,1.34,1
u_009417,test,2024-12-04,KR,4775,37446,81,3.38,0
u_002274,control,2024-11-12,KR,2851,22058,54,1.03,0
u_013572,test,2024-12-26,US,8585,60574,131,3.34,0
u_011295,control,2024-11-23,KR,4979,45662,75,4.54,1
u_010057,control,2024-12-14,US,6938,50524,87,4.41,1
u_004189,control,2024-11-19,JP,2367,16252,30,1.06,1
u_010258,control,2024-12-14,KR,5868,40663,85,4.41,1
u_002775,control,2024-12-05,JP,10605,76046,128,7.86,1
u_006727,test,2024-11-22,US,6114,50024,85,1.7,1
u_009476,test,2024-11-07,JP,5250,43456,95,1.95,1
u_008386,test,2024-12-28,JP,4265,25285,42,1.48,0
u_011795,control,2024-11-22,KR,5595,39460,69,1.31,0
u_003807,control,2024-11-11,KR,3537,25342,50,1.79,1
u_011442,control,2024-12-30,KR,6306,52960,123,2.97,1
u_009368,control,2024-11-17,JP,5889,45641,91,1.37,1
u_013250,test,2024-11-21,KR,5841,45042,110,3.63,1
u_009788,test,2024-11-01,KR,7279,77613,126,5.34,1
u_013453,test,2024-11-20,US,5026,27486,60,1.0,0
u_012539,control,2024-12-26,US,8047,55309,114,5.97,1
u_012858,test,2024-11-03,KR,4797,40394,90,4.25,0
u_013402,test,2024-12-06,US,4890,32464,65,1.53,1
u_011456,test,2024-11-08,KR,5192,41768,65,4.03,1
u_005200,control,2024-11-05,KR,5886,35526,54,1.79,0
u_008969,test,2024-11-28,KR,6832,63927,159,4.14,1
u_010632,control,2024-12-09,KR,7150,42622,100,2.73,1
u_014970,test,2024-11-21,US,9181,64421,114,3.53,1
u_006356,test,2024-12-22,US,8383,70512,110,2.79,1
u_011575,test,2024-11-12,US,6600,44059,105,1.66,1
u_013666,test,2024-11-11,JP,3879,33584,64,1.47,1
u_005318,test,2024-11-11,KR,6347,52284,115,5.44,0
u_010348,control,2024-11-13,KR,5685,43897,79,1.3,1
u_006687,test,2024-11-12,JP,3780,30675,54,1.49,0
u_006728,control,2024-12-31,KR,5323,36204,59,3.28,0
u_005460,test,2024-12-24,KR,5663,44391,96,4.35,1
u_002069,test,2024-11-04,KR,7170,68597,107,3.11,0
u_014472,control,2024-12-20,KR,5196,33203,60,3.62,0
u_012415,test,2024-11-14,JP,10107,76935,149,6.52,0
u_005993,control,2024-11-29,US,4842,33288,66,3.44,0
u_009289,test,2024-12-20,US,3642,31375,59,2.18,0
u_013843,test,2024-11-09,KR,6326,46803,73,4.59,1
u_004885,test,2024-12-02,US,6994,49193,110,2.37,1
u_007701,control,2024-11-09,JP,5151,39409,86,1.42,0
u_000798,control,2024-12-22,KR,6179,46328,90,2.87,1
u_003105,control,2024-12-03,KR,7186,60732,121,4.13,0
u_001660,test,2024-12-24,KR,6889,37247,57,3.87,1
u_004672,control,2024-12-14,JP,4802,38873,94,2.41,0
u_001918,control,2024-11-03,KR,3484,30768,46,0.79,1
u_008672,control,2024-12-29,KR,4319,22836,44,1.03,0
u_014250,control,2024-12-01,KR,6531,32052,55,3.0,0
u_005676,test,2024-12-24,JP,4252,26458,40,1.46,1
u_000607,test,2024-11-18,KR,3842,33309,66,2.68,1
u_005673,test,2024-11-24,KR,7465,47761,98,1.7,1
u_008933,test,2024-11-19,US,4904,48194,84,4.06,1
u_010363,control,2024-12-19,KR,6033,47937,84,2.67,1
u_010762,test,2024-12-25,KR,4962,46537,84,4.72,1
u_007412,control,2024-12-14,KR,6943,50503,92,2.2,1
u_012825,test,2024-12-14,US,6592,40924,76,1.17,1
u_014276,control,2024-11-13,KR,5404,37144,72,3.78,1
u_011413,control,2024-12-08,US,2056,14214,35,1.22,0
u_005785,control,2024-12-15,US,5340,40991,83,3.65,1
u_001288,control,2024-11-15,KR,4776,36824,66,3.83,1
u_004494,test,2024-11-13,JP,2702,26939,56,1.37,1
u_006489,test,2024-12-23,KR,3567,30372,64,2.36,1
u_007609,control,2024-11-12,KR,3437,15668,33,1.46,0
u_001777,test,2024-11-11,US,5124,40357,94,4.2,0
u_001636,control,2024-11-04,KR,7148,58584,119,1.54,0
u_000588,control,2024-12-20,KR,6641,44941,89,2.38,0
u_008356,control,2024-12-15,KR,4872,38328,76,3.85,1
u_003475,test,2024-12-05,JP,3190,26681,59,0.68,0
u_008434,test,2024-11-19,JP,7302,48243,89,2.46,1
u_010149,control,2024-11-14,US,5217,43621,104,1.82,0
u_008509,control,2024-12-12,JP,3918,27937,45,1.32,1
u_002244,test,2024-12-31,KR,6538,37067,83,4.03,1
u_009233,test,2024-11-07,KR,6684,52998,106,2.22,1
u_005335,control,2024-12-04,KR,3712,24506,60,2.23,0
u_004838,test,2024-11-03,KR,2223,16175,40,1.09,1
u_005074,control,2024-11-12,JP,7533,47598,92,4.83,1
u_007704,control,2024-11-22,KR,6291,44525,79,2.61,1
u_011032,control,2024-11-27,JP,5847,56974,142,4.41,1
u_002758,control,2024-11-09,US,6407,40808,76,1.7,1
u_004908,test,2024-11-22,US,5789,47016,117,2.59,0
u_004815,control,2024-11-11,JP,8809,51739,96,4.25,0
u_000719,control,2024-12-12,KR,5520,44485,73,1.49,1
u_000904,control,2024-11-15,KR,6245,47808,100,2.49,1
u_013939,control,2024-11-27,JP,4946,37127,78,3.48,0
u_011999,control,2024-12-02,JP,6579,46552,98,3.55,1
u_012272,test,2024-11-17,US,8690,70862,116,6.94,1
u_008812,test,2024-12-09,US,2472,18580,27,1.63,0
u_002434,control,2024-11-25,KR,5749,41390,76,1.71,1
u_014509,control,2024-12-16,JP,5090,42123,86,2.03,1
u_002466,control,2024-12-19,KR,4705,31612,71,2.94,1
u_003999,test,2024-11-15,JP,4363,32095,65,3.3,1
u_011075,control,2024-11-23,KR,4027,31150,47,3.35,1
u_014131,test,2024-11-22,KR,4964,30974,61,2.96,1
u_000707,test,2024-11-02,JP,6927,49761,116,4.2,1
u_013619,test,2024-12-05,US,5443,39376,88,4.01,1
u_002177,test,2024-11-19,JP,6004,44406,80,2.47,1
u_003106,test,2024-12-03,KR,5931,49860,116,4.77,1
u_013652,test,2024-12-29,KR,7098,60759,130,2.4,1
u_003100,control,2024-12-25,JP,3401,33528,57,1.55,0
u_000881,test,2024-11-01,JP,6159,44603,107,3.72,1
u_005449,control,2024-12-13,JP,8863,53282,113,5.08,1
u_000645,control,2024-11-25,KR,3286,23751,40,1.48,0
u_011537,control,2024-12-09,KR,2538,11875,29,0.93,0
u_008265,control,2024-11-02,US,6873,47000,115,4.16,1
u_007908,test,2024-12-17,KR,6048,36552,76,1.26,0
u_002857,test,2024-11-02,KR,5792,42970,89,3.74,1
u_001386,control,2024-12-21,JP,7471,58210,92,3.35,0
u_001305,control,2024-12-27,KR,5724,34046,73,3.5,0
u_013826,control,2024-12-26,KR,7213,46929,94,3.27,1
u_005776,control,2024-11-17,KR,2480,17028,30,0.91,0
u_007098,test,2024-12-27,JP,6431,53767,101,2.15,0
u_004371,control,2024-11-25,JP,3647,26262,60,1.98,0
u_014413,control,2024-12-20,KR,5389,42856,71,3.41,0
u_014321,test,2024-11-22,KR,2806,19971,48,1.89,0
u_001335,control,2024-11-01,US,5052,28026,55,0.74,0
u_012845,test,2024-11-06,JP,7860,66923,142,7.03,0
u_002488,control,2024-12-27,US,7018,42164,73,4.58,0
u_002637,control,2024-12-03,KR,2503,17492,34,0.69,0
u_000949,test,2024-11-27,JP,5982,53789,84,4.91,1
u_003127,control,2024-11-09,KR,4625,25447,39,2.66,1
u_005618,test,2024-11-10,KR,8766,69475,136,3.03,0
u_002133,control,2024-12-08,KR,4664,38929,85,3.99,1
u_004487,control,2024-12-17,JP,4044,27177,67,1.25,1
u_002613,control,2024-12-18,KR,4647,33898,75,3.03,0
u_005050,test,2024-12-12,JP,6406,38164,61,2.68,0
u_000549,control,2024-11-02,KR,4189,21639,46,1.99,1
u_007646,test,2024-11-15,US,4666,29783,58,2.34,1
u_001110,test,2024-11-22,JP,7968,54768,89,1.93,1
u_004267,control,2024-11-20,JP,6373,43887,80,4.69,1
u_005340,test,2024-11-03,KR,6382,58908,141,6.13,1
u_002756,test,2024-11-03,KR,5074,50092,113,3.73,1
u_012295,test,2024-11-04,JP,3676,32896,77,2.34,1
u_008322,test,2024-12-30,KR,6829,54006,84,4.06,1
u_003947,test,2024-11-15,KR,4693,37452,88,1.82,0
u_011259,test,2024-12-08,KR,5673,36248,80,1.05,1
u_000113,control,2024-11-28,KR,6771,52340,114,3.82,1
u_002482,control,2024-12-04,JP,5659,38754,72,2.02,1
u_008263,test,2024-12-01,KR,4984,38676,64,2.59,1
u_008367,control,2024-11-26,JP,3652,23379,51,0.6,0
u_010011,test,2024-11-15,KR,10899,85598,201,8.55,0
u_005005,test,2024-11-05,KR,5728,49031,96,2.34,1
u_002612,control,2024-12-27,US,3289,24287,45,2.67,0
u_006252,control,2024-12-24,KR,7388,48870,120,4.57,1
u_009261,test,2024-11-03,JP,5336,46695,83,1.83,0
u_006726,control,2024-12-15,US,10693,75991,128,1.93,0
u_005441,test,2024-11-21,KR,5872,40313,79,2.86,1
u_005699,control,2024-12-26,JP,4632,43843,93,4.71,0
u_013438,control,2024-12-18,JP,4214,26311,46,1.44,0
u_005141,test,2024-12-21,KR,2719,14788,24,1.47,0
u_007798,test,2024-12-31,KR,3693,21151,37,1.48,1
u_013096,test,2024-12-02,JP,4807,34102,62,1.29,1
u_010345,test,2024-11-02,US,4922,42653,96,2.09,1
u_008726,test,2024-11-02,US,5620,47076,80,3.86,1
u_003891,test,2024-11-22,KR,4582,35296,79,3.72,1
u_004684,test,2024-12-17,KR,5340,42122,99,2.24,0
u_013393,control,2024-12-31,KR,3129,25904,61,2.53,0
u_000617,control,2024-12-11,KR,6113,41019,80,3.63,0
u_011924,control,2024-12-25,JP,4946,26596,65,1.26,1
u_010723,control,2024-12-16,US,6037,36106,72,1.76,0
u_006630,test,2024-11-12,KR,4526,40300,66,4.21,1
u_012827,test,2024-11-07,JP,4201,21530,50,2.1,1
u_003688,test,2024-12-02,US,4821,30111,61,2.64,0
u_002180,test,2024-12-31,US,5854,39551,66,2.68,1
u_013721,control,2024-12-07,KR,6924,52453,121,3.58,0
u_002139,control,2024-12-08,KR,4516,31889,73,1.69,1
u_012558,control,2024-12-01,JP,6135,24790,48,1.45,1
u_012811,test,2024-12-06,KR,6284,37880,69,1.7,0
u_002476,test,2024-12-30,KR,5014,38068,59,1.91,0
u_002168,test,2024-11-23,KR,6507,43072,107,2.08,1
u_005306,test,2024-11-21,KR,5051,43379,90,1.36,1
u_013844,test,2024-12-31,KR,6255,42195,92,1.57,1
u_001036,test,2024-12-06,JP,6065,41774,100,1.14,1
u_001332,control,2024-11-30,US,8393,67728,105,2.39,0
u_012152,control,2024-12-22,JP,3716,28209,61,2.88,1
u_013031,test,2024-12-07,KR,2413,18500,39,1.79,1
u_013312,test,2024-11-24,US,7068,61165,95,4.3,1
u_011882,control,2024-12-03,US,4591,38229,77,1.01,1
u_009419,control,2024-12-13,US,4116,36899,81,2.77,1
u_009460,test,2024-12-30,KR,7492,54232,116,5.16,0
u_002171,test,2024-11-16,JP,6304,56570,131,5.34,0
u_004435,control,2024-11-27,JP,6590,34279,77,0.92,1
u_008688,control,2024-11-14,KR,6350,47470,82,1.48,1
u_006007,control,2024-12-13,KR,6866,40128,73,4.2,1
u_014236,test,2024-12-20,US,814,8508,19,0.59,1
u_001738,test,2024-11-03,US,4648,30865,66,2.33,1
u_012769,test,2024-11-03,KR,5214,39892,99,2.81,1
u_003709,control,2024-11-07,US,6383,40750,64,2.15,1
u_010937,test,2024-11-12,US,5936,50964,109,1.85,1
u_004959,control,2024-12-01,JP,7580,46088,113,4.15,1
u_004113,test,2024-11-16,KR,6257,52401,129,3.95,0
u_008284,control,2024-11-15,KR,3531,26721,46,1.1,1
u_002951,test,2024-12-03,JP,3615,27982,64,2.31,1
u_008053,control,2024-12-27,KR,4418,33784,69,2.84,0
u_003332,test,2024-11-24,KR,3843,27711,42,1.71,0
u_002806,test,2024-11-28,JP,6126,42631,73,3.51,0
u_002061,test,2024-12-14,KR,4044,41701,97,1.94,0
u_011317,test,2024-12-11,KR,5598,44143,97,2.27,0
u_000907,control,2024-11-15,JP,5997,46372,106,3.38,1
u_000753,test,2024-12-19,KR,7032,51615,89,4.61,1
u_012365,control,2024-11-03,KR,5639,48861,120,2.82,1
u_000363,control,2024-12-21,JP,9574,59521,131,3.54,1
u_012942,control,2024-12-14,KR,6232,43075,86,4.43,0
u_014481,control,2024-11-28,KR,3157,19369,37,1.86,0
u_007724,test,2024-12-26,KR,2982,26017,40,2.13,0
u_000079,control,2024-11-22,KR,5632,41187,73,3.78,1
u_005943,control,2024-11-10,KR,7056,42060,76,4.21,1
u_009107,test,2024-11-15,JP,7136,61538,113,5.27,1
u_003252,test,2024-12-28,KR,4695,30900,46,3.12,1
u_003605,test,2024-11-28,US,6539,44200,81,3.99,0
u_001399,test,2024-12-18,US,11197,95617,213,10.19,0
u_000058,control,2024-11-09,JP,4280,31756,49,3.24,1
u_000490,control,2024-12-26,KR,1129,4080,7,0.21,1
u_006842,test,2024-12-07,KR,5382,39633,70,2.24,1
u_014158,control,2024-11-16,KR,3582,25534,41,2.54,0
u_009636,control,2024-11-17,JP,3777,25916,55,2.48,0
u_011731,test,2024-11-06,KR,6451,58229,94,2.47,1
u_003782,control,2024-11-22,JP,7077,47382,113,1.64,1
u_000562,control,2024-11-12,KR,6802,57186,97,1.67,1
u_014868,control,2024-12-23,KR,4635,28691,55,3.08,1
u_000041,test,2024-11-23,JP,7788,71548,160,4.57,1
u_004121,control,2024-12-20,US,7413,53971,124,2.59,1
u_014365,control,2024-12-18,KR,3649,25522,40,1.78,0
u_007632,control,2024-12-28,US,7985,55622,97,2.24,1
u_012878,control,2024-11-30,KR,4007,31821,66,2.56,0
u_008490,test,2024-11-16,KR,4324,27321,68,1.42,1
u_010388,control,2024-12-17,KR,7165,37745,85,2.88,1
u_001525,control,2024-12-14,JP,5535,41010,74,1.37,1
u_001842,test,2024-12-07,US,6295,56129,127,4.55,0
u_003417,control,2024-11-21,KR,3041,17461,39,1.61,1
u_010383,test,2024-12-24,KR,9594,67676,116,3.11,1
u_008440,control,2024-12-29,JP,7304,57191,110,4.17,1
u_002132,test,2024-11-15,US,1869,14863,22,0.64,0
u_009380,test,2024-11-22,JP,6411,47604,81,4.0,1
u_003426,control,2024-11-01,KR,5296,33509,57,2.06,0
u_006983,control,2024-12-11,JP,6091,45318,89,2.68,1
u_001195,test,2024-11-19,KR,3189,24855,47,0.74,1
u_001885,test,2024-11-16,KR,4438,37831,78,2.72,1
u_002597,control,2024-11-28,JP,7124,55132,129,2.34,1
u_004601,control,2024-11-16,KR,6147,44165,84,2.82,1
u_014826,control,2024-11-02,KR,3043,23951,40,1.52,0
u_002723,control,2024-11-15,JP,1832,15117,28,0.7,1
u_011692,test,2024-11-03,KR,6197,41546,84,2.84,1
u_011355,control,2024-11-23,KR,4585,33574,54,1.64,0
u_010005,control,2024-11-15,KR,5193,28470,62,2.27,0
u_009761,test,2024-11-05,KR,5938,50580,94,2.45,1
u_010121,control,2024-12-10,KR,5551,40450,62,1.16,1
u_001343,control,2024-12-16,JP,3535,25873,58,1.63,1
u_001262,control,2024-12-04,JP,6362,52235,108,5.7,1
u_007258,test,2024-11-02,KR,2672,24435,52,1.79,1
u_011349,test,2024-11-18,US,6754,59056,127,2.56,1
u_002730,control,2024-11-18,JP,5294,36711,59,3.21,1
u_014623,control,2024-11-11,US,6872,51824,92,2.13,0
u_014240,test,2024-12-15,KR,4847,34809,58,3.62,0
u_011287,control,2024-12-09,JP,4966,37163,88,1.41,0
u_002942,control,2024-12-29,JP,3167,20564,38,1.48,0
u_009905,control,2024-12-27,KR,5922,47499,92,5.08,0
u_007528,test,2024-12-18,KR,6932,50512,115,1.57,1
u_005422,control,2024-12-26,JP,6018,50714,96,3.06,1
u_010313,test,2024-12-28,KR,8556,68411,138,4.42,1
u_010798,test,2024-11-14,KR,3785,31291,68,1.41,1
u_001282,test,2024-11-25,KR,5814,43983,93,2.55,1
u_002562,control,2024-11-17,JP,5234,35886,59,3.08,1
u_002707,control,2024-12-27,KR,8167,67560,138,4.2,0
u_011745,test,2024-12-23,KR,3107,28112,63,0.77,1
u_014011,test,2024-11-02,KR,5917,33551,68,2.54,1
u_007543,control,2024-12-06,JP,9661,60871,112,3.44,0
u_006077,control,2024-12-18,JP,4490,38332,70,1.0,1
u_003356,control,2024-11-15,KR,4087,28610,53,0.85,1
u_006439,test,2024-12-12,JP,7396,57620,123,1.77,1
u_000461,test,2024-11-03,KR,4296,33844,56,1.53,1
u_002988,control,2024-12-01,KR,3912,29867,48,0.84,0
u_010416,test,2024-11-02,KR,3868,39470,90,3.59,1
u_012816,test,2024-12-26,KR,7541,72672,173,6.01,1
u_011662,test,2024-11-01,KR,4272,26807,54,1.25,0
u_011115,control,2024-11-04,KR,2608,15821,28,0.48,0
u_001772,control,2024-12-05,KR,4650,32555,69,1.32,0
u_007653,test,2024-12-30,KR,8262,63209,101,3.94,0
u_005063,test,2024-11-27,US,4887,39974,67,3.99,0
u_009458,test,2024-12-09,KR,3725,31571,50,3.04,0
u_006418,test,2024-11-10,KR,7232,65723,142,1.96,1
u_012631,control,2024-12-03,KR,2638,17636,40,1.74,1
u_008076,control,2024-11-01,KR,6626,46340,114,2.11,0
u_014792,control,2024-12-05,KR,3223,20311,41,1.23,0
u_001937,test,2024-11-13,US,2972,24152,40,0.65,0
u_014890,test,2024-12-21,JP,6888,58968,115,5.7,0
u_005608,control,2024-11-22,KR,6217,41043,82,4.19,1
u_007921,test,2024-12-24,US,6149,50108,112,3.6,0
u_002057,control,2024-11-13,JP,3691,24804,46,1.51,1
u_008387,test,2024-12-24,US,4351,36885,74,3.94,0
u_006744,control,2024-11-12,KR,7270,37322,62,2.37,1
u_005162,control,2024-11-05,KR,5909,50246,117,4.95,0
u_009826,control,2024-12-23,KR,6055,43115,74,3.2,0
u_007698,test,2024-12-22,KR,4146,34782,66,1.6,1
u_013979,control,2024-12-06,US,5681,45237,88,3.48,1
u_010391,test,2024-11-08,US,4809,41340,100,2.45,0
u_010852,test,2024-12-13,KR,6314,48670,118,4.19,0
u_003619,test,2024-12-01,JP,4191,29356,63,1.98,1
u_000236,test,2024-12-30,KR,4739,39876,68,3.0,0
u_009223,test,2024-11-07,KR,3430,27536,68,2.73,1
u_000388,control,2024-12-24,US,3042,19105,36,0.58,0
u_002863,control,2024-11-08,KR,3317,22339,42,1.83,1
u_008618,control,2024-11-06,JP,5789,33152,77,2.63,1
u_013598,control,2024-11-28,US,5915,48941,99,2.67,1
u_011920,control,2024-11-09,KR,4999,40858,67,1.48,0
u_011736,test,2024-12-02,KR,9434,76664,132,6.6,1
u_005723,control,2024-11-20,US,6920,36646,59,2.85,0
u_012178,test,2024-11-07,JP,5975,45576,79,2.85,0
u_005782,control,2024-11-22,JP,1605,10772,20,0.77,0
u_010176,control,2024-12-19,US,5217,33916,59,2.55,0
u_002705,test,2024-11-26,KR,4980,35122,86,1.51,1
u_001959,control,2024-11-22,KR,6651,51488,104,1.75,0
u_001609,test,2024-11-11,US,9182,75890,119,5.21,1
u_008997,control,2024-11-14,JP,5702,47883,116,2.94,0
u_010907,test,2024-11-15,KR,5574,42804,95,2.24,1
u_002711,control,2024-11-25,US,5829,40129,74,3.23,0
u_011376,test,2024-11-29,JP,5352,56199,116,4.16,1
u_014568,test,2024-12-27,KR,3646,24428,49,1.66,0
u_006521,control,2024-11-15,JP,5587,50521,104,4.99,0
u_007002,control,2024-11-02,KR,7147,57374,114,5.86,1
u_010426,control,2024-11-28,JP,3654,33351,53,1.22,0
u_012994,test,2024-11-05,KR,8847,56431,85,1.65,1
u_004397,control,2024-12-22,KR,4608,42488,68,2.26,1
u_014687,control,2024-11-10,KR,8742,49867,123,3.25,1
u_012490,control,2024-12-19,JP,5631,38957,69,2.59,0
u_009532,control,2024-12-07,KR,6444,39261,69,1.76,0
u_007121,control,2024-11-12,KR,5515,41776,101,4.55,1
u_009019,test,2024-11-25,KR,7374,63007,134,2.34,1
u_001635,test,2024-11-02,KR,3489,23432,44,2.17,0
u_003241,test,2024-11-22,US,6077,42671,104,1.47,1
u_009831,control,2024-12-20,JP,7883,56539,115,5.71,1
u_010508,test,2024-11-14,KR,3321,26705,46,2.45,1
u_010152,control,2024-11-10,KR,6373,40856,83,1.57,1
u_005687,control,2024-11-08,US,8067,57720,141,4.62,1
u_008902,test,2024-12-27,KR,2987,16939,41,0.58,0
u_001105,control,2024-11-20,KR,5569,43388,80,4.52,1
u_012122,test,2024-11-16,KR,7030,67319,168,7.33,1
u_002501,test,2024-11-05,KR,1683,15924,37,1.1,0
u_012871,control,2024-11-06,JP,4108,34402,63,3.06,0
u_013206,test,2024-11-28,KR,5457,41872,72,1.26,0
u_007978,control,2024-12-27,US,2833,20794,42,2.17,0
u_011133,test,2024-12-14,KR,6279,60880,100,2.76,1
u_007917,test,2024-11-19,KR,4791,40127,82,2.64,1
u_010792,test,2024-12-11,KR,6691,55259,137,3.19,0
u_004060,control,2024-12-23,KR,4432,32858,71,3.06,1
u_007368,test,2024-11-07,JP,5523,39752,70,1.37,1
u_011248,control,2024-12-03,KR,6036,43704,77,4.13,1
u_014374,test,2024-12-05,KR,5071,38375,80,3.31,1
u_009483,control,2024-11-06,KR,6527,47525,118,2.62,1
u_000103,control,2024-12-13,KR,6106,47818,113,3.0,1
u_001330,control,2024-12-26,KR,4604,42181,73,2.92,1
u_001267,test,2024-12-06,US,2856,18605,44,1.13,0
u_011780,control,2024-11-20,US,5284,35881,80,3.55,1
u_011612,control,2024-12-12,KR,4969,33151,68,2.11,1
u_001200,control,2024-12-12,KR,4012,30835,61,2.67,0
u_012997,test,2024-11-27,JP,5854,40457,70,1.97,1
u_002382,control,2024-12-30,JP,6344,33977,67,2.16,1
u_003407,test,2024-11-25,JP,7297,57980,124,3.53,0
u_004827,test,2024-12-22,KR,4348,31733,68,1.1,0
u_002003,control,2024-12-19,KR,1511,9344,22,0.28,1
u_007080,control,2024-12-27,KR,6073,38733,85,3.41,1
u_003290,test,2024-12-18,US,5871,52019,116,4.49,1
u_004446,test,2024-12-27,JP,6857,44609,73,4.79,1
u_001144,test,2024-11-05,KR,6564,44639,109,4.24,0
u_000630,test,2024-12-02,KR,1786,10103,20,1.09,1
u_005886,control,2024-12-07,KR,4931,36682,63,2.64,1
u_014241,control,2024-12-29,US,6363,43865,82,1.28,0
u_011750,control,2024-11-25,KR,8245,63936,109,6.98,1
u_011987,control,2024-12-25,KR,6349,41227,83,1.16,0
u_013176,control,2024-12-17,KR,3930,30543,69,2.31,0
u_002129,control,2024-12-06,KR,5214,37070,81,3.26,1
u_003841,test,2024-12-08,KR,6255,50126,102,4.22,0
